lon,lat
88.62168,33.02097
88.62168,33.02097
77.210129,30.485361
77.210129,30.485361
78.316501,29.855372
79.229312,29.363597
81.769794,28.044049
81.861948,28.160503
83.932778,27.447778
78.235709,29.856854
79.213583,29.315079
83.932778,27.447778
84.935681,27.293597
84.935681,27.293597
85.928387,26.987155
85.897948,27.044167
86.587348,26.823692
86.56636,26.792018
88.687438,26.879607
88.687438,26.879607
89.914366,26.711132
91.875563,26.855116
93.728301,26.996483
93.728301,26.996483
76.556982,35.9976
77.837949,34.301756
77.837949,34.301756
77.837949,34.301756
77.837949,34.301756
78.720021,33.505046
78.720021,33.505046
79.5025,32.654722
79.5025,32.654722
79.858445,32.266829
81.224667,30.239267
82.280985,29.355541
82.420418,29.204159
82.398732,29.146552
82.420418,29.204159
82.911151,28.934347
82.911151,28.934347
82.949584,28.771205
82.949584,28.771205
83.087751,28.3596
83.011393,28.401722
82.420418,29.204159
82.738079,28.555975
83.087751,28.3596
83.047226,28.436727
77.837949,34.301756
77.837949,34.301756
78.527584,34.205085
78.556247,34.287199
78.556247,34.287199
78.556247,34.287199
78.556247,34.287199
78.527584,34.205085
81.556555,35.325526
81.632872,35.415798
81.511927,35.331377
81.632872,35.415798
81.53712433333334,35.414720333333335
81.632872,35.415798
82.64828519999999,36.1788916
82.69491359999999,36.181863799999995
82.69491359999999,36.181863799999995
82.849414,36.207739
83.024249,36.253196
83.106945,36.286152
83.047226,28.436727
83.087751,28.3596
81.119769,33.17942
82.32607,31.270704
83.608827,31.383799
83.700319,31.304843
83.570009,31.437288
84.300461,30.640222
81.566273,33.271638
81.566273,33.271638
82.226971,32.741546
82.273355,32.797289
85.110743,31.336533
85.470719,28.833035
85.420827,28.86223
81.119769,33.17942
81.566273,33.271638
81.566273,33.271638
86.38749,32.672774
86.38749,32.672774
87.26006,33.35361
87.26006,33.35361
88.652669,30.920478
88.652669,30.920478
87.871006,28.630658
89.142222,27.69374
90.446542,30.07289
90.446542,30.07289
91.523121,30.613936
87.894576,35.366553
87.894576,35.366553
86.38749,32.672774
86.526926,32.851179
86.38749,32.672774
87.139909,33.07646
87.26006,33.35361
87.139909,33.07646
87.26006,33.35361
81.566273,33.271638
81.566273,33.271638
87.929703,31.844803
87.929703,31.844803
89.98328,31.75541
90.83891,31.43771
90.83891,31.43771
89.98328,31.75541
90.87279,31.91365
90.87279,31.91365
90.87279,31.91365
90.83891,31.43771
90.83891,31.43771
90.83891,31.43771
90.83891,31.43771
90.963446,31.371532
90.963446,31.371532
91.597352,30.923288
89.577676,34.756238
89.617843,35.618002
91.597352,30.923288
91.523121,30.613936
92.588302,30.716316
92.588302,30.716316
95.486701,29.905533
95.486701,29.905533
95.486701,29.905533
95.486701,29.905533
95.70946472222222,29.824366444444443
97.043688,28.428448
95.486701,29.905533
95.486701,29.905533
95.654286,29.787599
96.759475,29.373531
96.759475,29.373531
91.310041,31.890299
90.87279,31.91365
91.310041,31.890299
91.310041,31.890299
91.310041,31.890299
91.513139,31.92651
91.513139,31.92651
91.568974,32.138718
91.568974,32.138718
86.38749,32.672774
86.38749,32.672774
86.5817,32.786817
86.813993,33.137689
86.813993,33.137689
87.26006,33.35361
87.26006,33.35361
87.350032,32.347267
87.350032,32.347267
77.16619,37.795518
77.86875,37.662433
77.849143,37.633321
78.511302,37.285457
78.511302,37.285457
82.078623,36.542794
